Experiment,Metabolite,Concentration_ASICS_FID,Concentration_ASICS_CSV,Concentration_GS,Diff_FID_GS,Diff_CSV_GS,Diff_FID_CSV,Error_FID_Pct,Error_CSV_Pct
02RCF,Fumarate,0.0,6.04785043690419,0.0,0.0,6.04785043690419,6.04785043690419,,
02RCF,GABA,287.812198326117,5163.20224165213,0.0,287.812198326117,5163.20224165213,4875.390043326013,,
02RCF,GMP,576.169563341218,4210.77242257809,0.0,576.169563341218,4210.77242257809,3634.602859236872,,
02RCF,GTP,0.0,2923.67719595409,0.0,0.0,2923.67719595409,2923.67719595409,,
02RCF,Galactitol,153.285462920391,4760.20619029745,0.0,153.285462920391,4760.20619029745,4606.920727377059,,
02RCF,Glutaconate,523.494739729551,814.564723196167,0.0,523.494739729551,814.564723196167,291.069983466616,,
02RCF,Glutarate,0.0,594.30833709211,0.0,0.0,594.30833709211,594.30833709211,,
02RCF,Glycerol,810.552111893138,4974.33406342317,0.0,810.552111893138,4974.33406342317,4163.781951530032,,
02RCF,Glycerophosphocholine,281.026541264184,898.911280386589,0.0,281.026541264184,898.911280386589,617.8847391224051,,
02RCF,Glycogen,0.0,2093.1817486215,0.0,0.0,2093.1817486215,2093.1817486215,,
02RCF,Glycolate,2252.27131517641,6775.07314812203,547.1,1705.1713151764102,6227.97314812203,4522.80183294562,311.6745229713782,1138.361021407792
02RCF,Guanidinoacetate,0.0,17787.988140959,0.0,0.0,17787.988140959,17787.988140959,,
02RCF,Hippurate,922.796702949159,13758.6600272098,698.6,224.19670294915898,13060.0600272098,12835.863324260641,32.092284991291,1869.4617845991697
02RCF,Homovanillate,269.733751781611,12.992727012245,0.0,269.733751781611,12.992727012245,256.741024769366,,
02RCF,Hypotaurine,0.0,1888.83020252302,0.0,0.0,1888.83020252302,1888.83020252302,,
02RCF,Hypoxanthine,226.343157597706,645.488387230875,106.6,119.74315759770602,538.888387230875,419.145229633169,112.32941613293248,505.5238154135788
02RCF,IMP,0.0,192.154860241966,0.0,0.0,192.154860241966,192.154860241966,,
02RCF,Indoxylsulfate,327.855191440644,2756.17926527944,0.0,327.855191440644,2756.17926527944,2428.3240738387963,,
02RCF,Inosine,0.0,340.295036450178,0.0,0.0,340.295036450178,340.295036450178,,
02RCF,Isobutyrate,178.023002301598,2475.32783096408,0.0,178.023002301598,2475.32783096408,2297.304828662482,,
02RCF,Isocitrate,753.743014118944,11103.3911146069,0.0,753.743014118944,11103.3911146069,10349.648100487957,,
02RCF,Isovalerate,82.6609237801729,1161.89339484278,0.0,82.6609237801729,1161.89339484278,1079.2324710626071,,
02RCF,Kynurenate,0.0,273.692059461691,0.0,0.0,273.692059461691,273.692059461691,,
02RCF,L-Alanine,1402.20694137597,4079.68762878759,0.0,1402.20694137597,4079.68762878759,2677.48068741162,,
02RCF,L-Anserine,807.678170007758,3969.97810438743,0.0,807.678170007758,3969.97810438743,3162.299934379672,,
02RCF,L-Arabitol,392.629751781248,0.0,0.0,392.629751781248,0.0,392.629751781248,,
02RCF,L-Arginine,2138.25348367573,2801.58474871438,0.0,2138.25348367573,2801.58474871438,663.3312650386501,,
02RCF,L-Asparagine,1088.98796576869,7564.12578412142,0.0,1088.98796576869,7564.12578412142,6475.13781835273,,
02RCF,L-Aspartate,987.036335571986,7738.83694820853,0.0,987.036335571986,7738.83694820853,6751.8006126365435,,
02RCF,L-Carnitine,274.375771609417,4097.3736147873,0.0,274.375771609417,4097.3736147873,3822.9978431778827,,
02RCF,L-Carnosine,1491.38108877731,16021.9411146306,0.0,1491.38108877731,16021.9411146306,14530.560025853289,,
02RCF,L-Citrulline,722.994666137856,3228.25636025318,0.0,722.994666137856,3228.25636025318,2505.2616941153237,,
02RCF,L-Cysteine,0.0,23501.9391777993,0.0,0.0,23501.9391777993,23501.9391777993,,
02RCF,L-Cystine,277.153678449493,3167.68079364474,0.0,277.153678449493,3167.68079364474,2890.527115195247,,
02RCF,L-Glutamate,1564.32860841302,8243.78001600327,0.0,1564.32860841302,8243.78001600327,6679.45140759025,,
02RCF,L-Glutamine,2093.67248090477,22149.2025223504,0.0,2093.67248090477,22149.2025223504,20055.53004144563,,
02RCF,L-Glutathione-oxidized,501.401587751893,3843.59363077198,0.0,501.401587751893,3843.59363077198,3342.192043020087,,
02RCF,L-Glutathione-reduced,0.0,1448.52532226929,0.0,0.0,1448.52532226929,1448.52532226929,,
02RCF,L-Glycine,5074.53578969466,81779.2290826844,0.0,5074.53578969466,81779.2290826844,76704.69329298973,,
02RCF,L-Histidine,1411.28334569263,2925.26540803874,0.0,1411.28334569263,2925.26540803874,1513.98206234611,,
02RCF,L-Isoleucine,214.272963407077,406.124491703669,0.0,214.272963407077,406.124491703669,191.851528296592,,
02RCF,L-Leucine,258.169700283033,1909.37660564962,0.0,258.169700283033,1909.37660564962,1651.2069053665869,,
02RCF,L-Lysine,0.0,4668.61826263588,0.0,0.0,4668.61826263588,4668.61826263588,,
02RCF,L-Methionine,153.88620777345,0.0,0.0,153.88620777345,0.0,153.88620777345,,
02RCF,L-Ornithine,0.0,5854.22603771566,0.0,0.0,5854.22603771566,5854.22603771566,,
02RCF,L-Phenylalanine,437.654247389087,1332.415669879,0.0,437.654247389087,1332.415669879,894.761422489913,,
02RCF,L-Proline,1549.93662699265,11262.6613337183,0.0,1549.93662699265,11262.6613337183,9712.72470672565,,
02RCF,L-Serine,2911.28901027846,31789.7987221952,0.0,2911.28901027846,31789.7987221952,28878.50971191674,,
02RCF,L-Threonine,842.905066929105,1747.39029796116,0.0,842.905066929105,1747.39029796116,904.485231032055,,
02RCF,L-Tryptophane,352.282869226049,2589.32370924492,0.0,352.282869226049,2589.32370924492,2237.0408400188708,,
02RCF,L-Tyrosine,191.213163267826,2030.47588819515,0.0,191.213163267826,2030.47588819515,1839.262724927324,,
02RCF,L-Valine,187.565089651623,2251.66669006968,0.0,187.565089651623,2251.66669006968,2064.101600418057,,
02RCF,Lactate,452.71324945492,13106.1947384058,39.4,413.31324945492,13066.7947384058,12653.48148895088,1049.018399631777,33164.453650776144
02RCF,Lactose,1281.146769651,13853.9305177342,0.0,1281.146769651,13853.9305177342,12572.783748083199,,
02RCF,Levoglucosan,635.939654228786,2403.06267760215,0.0,635.939654228786,2403.06267760215,1767.123023373364,,
02RCF,Levulinate,0.0,764.470132178567,0.0,0.0,764.470132178567,764.470132178567,,
02RCF,Malate,0.0,1723.14641176692,0.0,0.0,1723.14641176692,1723.14641176692,,
02RCF,Malonate,773.425235691444,3009.46150708023,602.0,171.42523569144396,2407.46150708023,2236.036271388786,28.47595277266511,399.91054934887546
02RCF,Methylamine,0.0,1099.73328814472,0.0,0.0,1099.73328814472,1099.73328814472,,
02RCF,Methylguanidine,107.843479887807,1452.80052640514,0.0,107.843479887807,1452.80052640514,1344.957046517333,,
02RCF,Methylmalonate,0.0,3415.72258621146,0.0,0.0,3415.72258621146,3415.72258621146,,
02RCF,Myo-Inositol,478.800833772797,4110.5521152939,0.0,478.800833772797,4110.5521152939,3631.751281521103,,
02RCF,N-(2-Furoyl)Glycine,0.0,953.807742857024,0.0,0.0,953.807742857024,953.807742857024,,
02RCF,N-Acetyl-L-Aspartate,209.427047031633,5032.44148181553,0.0,209.427047031633,5032.44148181553,4823.014434783897,,
02RCF,N-Acetylglycine,559.63954731738,4861.02511369734,0.0,559.63954731738,4861.02511369734,4301.38556637996,,
02RCF,Nicotinate,0.0,0.0685259068681063,0.0,0.0,0.0685259068681063,0.0685259068681063,,
02RCF,O-Acetyl-L-Carnitine,137.09657139315,2997.29711323832,0.0,137.09657139315,2997.29711323832,2860.20054184517,,
02RCF,Pantothenate,0.0,1127.36652083295,65.2,65.2,1062.16652083295,1127.36652083295,100.0,1629.0897558787578
02RCF,Phenethylamine,843.542052917836,10173.5067720378,0.0,843.542052917836,10173.5067720378,9329.964719119964,,
02RCF,Phenylglyoxylate,0.0,2419.48801831485,0.0,0.0,2419.48801831485,2419.48801831485,,
02RCF,Phosphocholine,0.0,4340.12821708965,0.0,0.0,4340.12821708965,4340.12821708965,,
02RCF,PropyleneGlycol,175.731298548158,1550.56530164565,0.0,175.731298548158,1550.56530164565,1374.8340030974919,,
02RCF,Putrescine,185.438029769164,1508.07463259015,0.0,185.438029769164,1508.07463259015,1322.6366028209861,,
02RCF,Pyrocatechol,0.0,1893.91346470173,0.0,0.0,1893.91346470173,1893.91346470173,,
02RCF,Pyroglutamate,903.633312288197,6575.84317380835,232.6,671.033312288197,6343.24317380835,5672.209861520153,288.4923956527072,2727.103686074097
02RCF,Quinolinate,0.0,2386.30476849341,0.0,0.0,2386.30476849341,2386.30476849341,,
02RCF,S-Acetamidomethylcysteine,187.989922641575,370.80749321237,0.0,187.989922641575,370.80749321237,182.817570570795,,
02RCF,Saccarate,416.350883390497,6256.29997334198,0.0,416.350883390497,6256.29997334198,5839.949089951483,,
02RCF,Sarcosine,0.0,874.267471893863,0.0,0.0,874.267471893863,874.267471893863,,
02RCF,Saturated_fattty_acids,93.4933266229804,3112.17958485142,0.0,93.4933266229804,3112.17958485142,3018.6862582284393,,
02RCF,Spermidine,0.0,2850.72737269191,0.0,0.0,2850.72737269191,2850.72737269191,,
02RCF,Succinate,0.0,0.0,20.1,20.1,20.1,0.0,100.0,100.0
02RCF,Syringate,45.0359840951904,730.286163732815,0.0,45.0359840951904,730.286163732815,685.2501796376246,,
02RCF,TMAO,420.455074239196,604.363744986481,0.0,420.455074239196,604.363744986481,183.90867074728504,,
02RCF,Taurine,1143.13605378019,27915.5194276784,1589.1,445.96394621980994,26326.4194276784,26772.38337389821,28.063932176691836,1656.6873971227992
02RCF,Threitol,729.7644051823,16579.3231112409,0.0,729.7644051823,16579.3231112409,15849.5587060586,,
02RCF,Threonate,1175.42020721663,14667.3672042561,0.0,1175.42020721663,14667.3672042561,13491.94699703947,,
02RCF,Trans-Acotinate,0.0,1292.57729352916,0.0,0.0,1292.57729352916,1292.57729352916,,
02RCF,Trigonelline,586.152417797409,6422.95572235987,346.3,239.85241779740903,6076.65572235987,5836.803304562462,69.26145474946838,1754.7374306554634
02RCF,Trimethylamine,155.986620701944,549.609793418933,0.0,155.986620701944,549.609793418933,393.623172716989,,
02RCF,UDPG,0.0,183.47233207809,0.0,0.0,183.47233207809,183.47233207809,,
02RCF,UMP,532.593328333751,690.78684913664,0.0,532.593328333751,690.78684913664,158.193520802889,,
02RCF,UTP,192.415645653638,2342.07538280095,0.0,192.415645653638,2342.07538280095,2149.659737147312,,
02RCF,Uracil,2303.26219922832,1901.60335515759,88.3,2214.9621992283196,1813.30335515759,401.65884407072986,2508.4509617534763,2053.5711836439295
02RCF,Uridine,418.936287461668,432.449612878862,26.9,392.036287461668,405.54961287886204,13.51332541719404,1457.383968258989,1507.6193787318293
02RCF,Urocanate,0.0,235.211067200968,17.0,17.0,218.211067200968,235.211067200968,100.0,1283.5945129468705
02RCF,Valerate,213.832314285628,949.175131462943,0.0,213.832314285628,949.175131462943,735.342817177315,,
02RCF,Vanillate,193.940282980057,246.294152383622,0.0,193.940282980057,246.294152383622,52.353869403565,,
02RCF,Xylitol,1098.97697070612,2192.02157281648,321.3,777.6769707061201,1870.72157281648,1093.0446021103598,242.04076274700284,582.2351611629256
02RCF,alpha-Hydroxyisobutyrate,142.80596393728,1547.12653085412,0.0,142.80596393728,1547.12653085412,1404.3205669168399,,
02RCF,beta-Hydroxyisovalerate,340.419147918697,0.0,0.0,340.419147918697,0.0,340.419147918697,,
02RCF,trans-4-Hydroxy-L-Proline,0.0,1372.27959844643,0.0,0.0,1372.27959844643,1372.27959844643,,
02RCF,trans-Ferulate,0.0,1496.85365501781,0.0,0.0,1496.85365501781,1496.85365501781,,
03RCF,"1,3-Diaminopropane",1132.62508350681,6507.10353402404,0.0,1132.62508350681,6507.10353402404,5374.47845051723,,
03RCF,1-Methyl-L-Histidine,0.0,972.020559641689,0.0,0.0,972.020559641689,972.020559641689,,
03RCF,1-Methylhydantoin,316.791750046117,943.364159848372,0.0,316.791750046117,943.364159848372,626.5724098022549,,
03RCF,2-AminoAdipate,1274.51708981384,4006.72121364181,0.0,1274.51708981384,4006.72121364181,2732.2041238279703,,
03RCF,2-Aminobutyrate,168.57830096204,599.727632404237,0.0,168.57830096204,599.727632404237,431.1493314421971,,
03RCF,2-Deoxyadenosine,241.696507286515,248.712340285414,0.0,241.696507286515,248.712340285414,7.015832998899015,,
03RCF,2-Deoxycytidine,0.0,7175.18160099008,0.0,0.0,7175.18160099008,7175.18160099008,,
03RCF,2-Deoxyguanosine,0.0,1159.12494601279,0.0,0.0,1159.12494601279,1159.12494601279,,
03RCF,2-Hydroxybutyrate,339.105530727626,0.0,0.0,339.105530727626,0.0,339.105530727626,,
03RCF,2-HydroxyphenylAcetate,0.0,1099.6552434477,0.0,0.0,1099.6552434477,1099.6552434477,,
03RCF,2-Methylglutarate,210.889574559838,1282.85381270192,0.0,210.889574559838,1282.85381270192,1071.9642381420822,,
03RCF,2-Oxobutyrate,219.475384919339,1144.09277352646,0.0,219.475384919339,1144.09277352646,924.6173886071209,,
03RCF,2-Oxoglutarate,564.255487085474,2518.7342868971,175.6,388.65548708547396,2343.1342868971,1954.478799811626,221.33000403500796,1334.3589333126995
03RCF,2-Oxoisovalerate,0.0,454.807778375261,0.0,0.0,454.807778375261,454.807778375261,,
03RCF,2-Picolinate,0.0,1315.24547775434,0.0,0.0,1315.24547775434,1315.24547775434,,
03RCF,2-Propanol,235.179978595502,2541.13151886869,0.0,235.179978595502,2541.13151886869,2305.9515402731877,,
03RCF,3-Hydroxybutyrate,380.40258374053,256.653237273178,45.1,335.30258374053,211.55323727317798,123.74934646735204,743.4647089590466,469.07591413121503
03RCF,3-HydroxyphenylAcetate,136.706836675765,2358.12160257624,0.0,136.706836675765,2358.12160257624,2221.4147659004752,,
03RCF,3-Methyladipate,301.034719859726,1647.67175067287,0.0,301.034719859726,1647.67175067287,1346.637030813144,,
03RCF,3-Methylxanthine,0.0,8200.40154766399,0.0,0.0,8200.40154766399,8200.40154766399,,
03RCF,3-PhenylPropionate,364.307738707717,1170.07149948689,0.0,364.307738707717,1170.07149948689,805.7637607791729,,
03RCF,4-AminoHippurate,237.956585445643,1127.66284940426,0.0,237.956585445643,1127.66284940426,889.706263958617,,
03RCF,4-EthylPhenol,313.547629045123,496.003450321238,0.0,313.547629045123,496.003450321238,182.455821276115,,
03RCF,4-HydroxyphenylAcetate,211.415185368391,773.001190480757,0.0,211.415185368391,773.001190480757,561.586005112366,,
03RCF,5-AminoValerate,0.0,1483.59870631292,0.0,0.0,1483.59870631292,1483.59870631292,,
03RCF,AMP,0.0,31.6639653934883,0.0,0.0,31.6639653934883,31.6639653934883,,
03RCF,ATP,0.0,456.961981360015,0.0,0.0,456.961981360015,456.961981360015,,
03RCF,Acetaminophen,0.0,937.510479663213,0.0,0.0,937.510479663213,937.510479663213,,
03RCF,Acetate,169.433197230578,0.0,73.4,96.033197230578,73.4,169.433197230578,130.83541857026975,100.0
03RCF,Acetoacetate,156.977865906518,622.20351195153,56.7,100.27786590651799,565.50351195153,465.225646045012,176.8569063607019,997.3606912725396
03RCF,Acetone,76.6216342127089,404.261530932529,25.5,51.1216342127089,378.761530932529,327.6398967198201,200.47699691258393,1485.33933699031
03RCF,Adenine,0.0,303.641715891342,0.0,0.0,303.641715891342,303.641715891342,,
03RCF,Adenosine,0.0,25.8452905086165,0.0,0.0,25.8452905086165,25.8452905086165,,
03RCF,Adipate,207.489803445133,145.133341657028,0.0,207.489803445133,145.133341657028,62.35646178810498,,
03RCF,Allantoin,0.0,752.73103782945,0.0,0.0,752.73103782945,752.73103782945,,
03RCF,Ascorbate,520.960699910631,0.0,0.0,520.960699910631,0.0,520.960699910631,,
03RCF,Azelaate,205.363353589755,1211.83483662933,0.0,205.363353589755,1211.83483662933,1006.4714830395751,,
03RCF,Benzoate,0.0,565.003119192231,0.0,0.0,565.003119192231,565.003119192231,,
03RCF,Beta-Alanine,912.350941190644,4711.32878874357,0.0,912.350941190644,4711.32878874357,3798.977847552926,,
03RCF,Betaine,0.0,6275.78050515882,162.0,162.0,6113.78050515882,6275.78050515882,100.0,3773.9385834313707
03RCF,CDP,0.0,355.103405581288,0.0,0.0,355.103405581288,355.103405581288,,
03RCF,CMP,0.0,54.303380936412,0.0,0.0,54.303380936412,54.303380936412,,
03RCF,CTP,0.0,164.295867092849,0.0,0.0,164.295867092849,164.295867092849,,
03RCF,Cadaverine,372.142403647524,80.3293925103656,0.0,372.142403647524,80.3293925103656,291.8130111371584,,
03RCF,CholineChloride,250.306153231332,658.995054992967,0.0,250.306153231332,658.995054992967,408.68890176163495,,
03RCF,Citraconate,0.0,39.8205975150363,0.0,0.0,39.8205975150363,39.8205975150363,,
03RCF,Citrate,1188.46946286677,2474.70902006229,2359.8,1171.33053713323,114.90902006228998,1286.23955719552,49.636856391780235,4.869438938142638
03RCF,Creatine,0.0,1111.8666219187,174.1,174.1,937.7666219187,1111.8666219187,100.0,538.6367730722
03RCF,Creatinine,22470.7973371127,127646.832917817,13319.9,9150.897337112701,114326.932917817,105176.0355807043,68.70094623167368,858.3167510102704
03RCF,Cytosine,0.0,10429.7105991447,0.0,0.0,10429.7105991447,10429.7105991447,,
03RCF,D-Fructose,830.937029064962,2280.79088914984,0.0,830.937029064962,2280.79088914984,1449.853860084878,,
03RCF,D-Fucose,650.902153798361,855.030232614586,0.0,650.902153798361,855.030232614586,204.12807881622496,,
03RCF,D-Galactose,0.0,101.917984444614,0.0,0.0,101.917984444614,101.917984444614,,
03RCF,D-Gluconate,997.294734919438,6739.46874421063,0.0,997.294734919438,6739.46874421063,5742.174009291191,,
03RCF,D-Glucose,688.367456168632,85.0648586653017,0.0,688.367456168632,85.0648586653017,603.3025975033303,,
03RCF,D-Glucose-6-Phosphate,1030.45044310946,5614.95691972063,0.0,1030.45044310946,5614.95691972063,4584.50647661117,,
03RCF,D-Glucuronate,808.389159155081,1.21285670126123,0.0,808.389159155081,1.21285670126123,807.1763024538197,,
03RCF,D-Maltose,305.43063063215,561.465294576416,0.0,305.43063063215,561.465294576416,256.034663944266,,
03RCF,D-Mannose,478.273521972909,741.132311480182,0.0,478.273521972909,741.132311480182,262.858789507273,,
03RCF,D-Sorbitol,0.0,1875.33166462119,0.0,0.0,1875.33166462119,1875.33166462119,,
03RCF,Dihydrothymine,221.658967412712,3455.85610298987,0.0,221.658967412712,3455.85610298987,3234.197135577158,,
03RCF,Dimethylamine,533.225824147561,307.382848341018,471.9,61.32582414756098,164.51715165898196,225.84297580654294,12.995512639873063,34.86271490972281
03RCF,Dimethylglycine,0.0,141.448965971639,0.0,0.0,141.448965971639,141.448965971639,,
03RCF,Dimethylsulfone,112.199560217247,665.319188352349,0.0,112.199560217247,665.319188352349,553.119628135102,,
03RCF,Ethanolamine,939.611562294512,3613.77357007986,468.9,470.7115622945121,3144.8735700798597,2674.1620077853477,100.38634299307148,670.6917402601536
03RCF,Ethylmalonate,0.0,1088.2483331838,0.0,0.0,1088.2483331838,1088.2483331838,,
03RCF,Formate,406.492521689313,71.1037683193926,312.9,93.592521689313,241.79623168060738,335.3887533699204,29.911320450403643,77.27588101010143
03RCF,Fumarate,0.0,34.1274032304273,0.0,0.0,34.1274032304273,34.1274032304273,,
03RCF,GABA,348.192146409397,4907.47394571275,0.0,348.192146409397,4907.47394571275,4559.281799303353,,
03RCF,GMP,0.0,130.48687201082,0.0,0.0,130.48687201082,130.48687201082,,
03RCF,GTP,0.0,1032.71434647143,0.0,0.0,1032.71434647143,1032.71434647143,,
03RCF,Galactitol,193.229080432397,1532.66752094286,0.0,193.229080432397,1532.66752094286,1339.438440510463,,
03RCF,Glutaconate,288.238918133495,400.02059351415,0.0,288.238918133495,400.02059351415,111.78167538065497,,
03RCF,Glutarate,812.656089888665,343.019775870369,0.0,812.656089888665,343.019775870369,469.63631401829593,,
03RCF,Glycerate,734.877741507445,0.0,0.0,734.877741507445,0.0,734.877741507445,,
03RCF,Glycerol,681.657366838517,1048.72109702971,0.0,681.657366838517,1048.72109702971,367.06373019119314,,
03RCF,Glycerophosphocholine,36.1315115080927,376.916180319119,0.0,36.1315115080927,376.916180319119,340.78466881102634,,
03RCF,Glycogen,852.030604094091,1083.70918951896,0.0,852.030604094091,1083.70918951896,231.67858542486908,,
03RCF,Glycolate,567.616438080893,11290.4686787848,498.1,69.51643808089295,10792.3686787848,10722.852240703907,13.956321638404528,2166.7072232051396
03RCF,Guanidinoacetate,0.0,3017.29281178147,0.0,0.0,3017.29281178147,3017.29281178147,,
03RCF,Hippurate,1184.08722574376,4475.80877759257,1676.6,492.51277425623994,2799.2087775925697,3291.7215518488097,29.375687358716444,166.9574601928051
03RCF,Homovanillate,131.383442718716,354.283237456493,0.0,131.383442718716,354.283237456493,222.899794737777,,
03RCF,Hypoxanthine,0.0,258.585339955194,22.5,22.5,236.085339955194,258.585339955194,100.0,1049.26817757864
03RCF,IMP,0.0,76.1298738714493,0.0,0.0,76.1298738714493,76.1298738714493,,
03RCF,Indoxylsulfate,451.72927329925,1855.83163687849,0.0,451.72927329925,1855.83163687849,1404.1023635792399,,
03RCF,Inosine,0.0,113.339842810623,0.0,0.0,113.339842810623,113.339842810623,,
03RCF,Isobutyrate,0.0,172.155220605801,0.0,0.0,172.155220605801,172.155220605801,,
03RCF,Isocitrate,454.449775758336,7052.6226510673,0.0,454.449775758336,7052.6226510673,6598.172875308964,,
03RCF,Isovalerate,110.952087574099,605.929171642263,0.0,110.952087574099,605.929171642263,494.977084068164,,
03RCF,L-Alanine,564.118909291868,288.319817854606,0.0,564.118909291868,288.319817854606,275.799091437262,,
03RCF,L-Anserine,338.767726341235,605.879594869022,0.0,338.767726341235,605.879594869022,267.11186852778695,,
03RCF,L-Arabitol,528.034098159394,6447.04184113836,0.0,528.034098159394,6447.04184113836,5919.007742978965,,
03RCF,L-Arginine,1329.50655270991,298.941548957504,0.0,1329.50655270991,298.941548957504,1030.565003752406,,
03RCF,L-Asparagine,735.879217584324,2913.14341155778,0.0,735.879217584324,2913.14341155778,2177.264193973456,,
03RCF,L-Aspartate,883.348136663364,4284.28269163807,0.0,883.348136663364,4284.28269163807,3400.934554974706,,
03RCF,L-Carnitine,89.3630594956773,1271.02554497486,0.0,89.3630594956773,1271.02554497486,1181.6624854791826,,
03RCF,L-Carnosine,337.64942384964,1291.29409876408,0.0,337.64942384964,1291.29409876408,953.64467491444,,
03RCF,L-Citrulline,925.740106862516,2845.31793383742,0.0,925.740106862516,2845.31793383742,1919.577826974904,,
03RCF,L-Cysteine,0.0,4764.91849186493,0.0,0.0,4764.91849186493,4764.91849186493,,
03RCF,L-Cystine,268.193438922078,4174.15945251234,0.0,268.193438922078,4174.15945251234,3905.9660135902623,,
03RCF,L-Glutamate,1888.18432529774,5514.1843560536,0.0,1888.18432529774,5514.1843560536,3626.00003075586,,
03RCF,L-Glutamine,1197.66689961446,3213.05849669047,0.0,1197.66689961446,3213.05849669047,2015.39159707601,,
03RCF,L-Glutathione-oxidized,170.648430607815,2840.41731681299,0.0,170.648430607815,2840.41731681299,2669.768886205175,,
03RCF,L-Glutathione-reduced,254.958224289989,0.0,0.0,254.958224289989,0.0,254.958224289989,,
03RCF,L-Glycine,2343.28717550593,0.0,0.0,2343.28717550593,0.0,2343.28717550593,,
03RCF,L-Histidine,1533.28953417311,2308.59656170877,0.0,1533.28953417311,2308.59656170877,775.3070275356599,,
03RCF,L-Isoleucine,255.723762625135,733.058910435539,0.0,255.723762625135,733.058910435539,477.335147810404,,
03RCF,L-Leucine,188.45716907273,609.968820124471,0.0,188.45716907273,609.968820124471,421.51165105174096,,
03RCF,L-Lysine,0.0,3684.91459921164,0.0,0.0,3684.91459921164,3684.91459921164,,
03RCF,L-Methionine,0.0,3565.29396818035,0.0,0.0,3565.29396818035,3565.29396818035,,
03RCF,L-Ornithine,0.0,1045.63620885385,0.0,0.0,1045.63620885385,1045.63620885385,,
03RCF,L-Phenylalanine,383.296196637482,1835.18740569706,0.0,383.296196637482,1835.18740569706,1451.8912090595782,,
03RCF,L-Proline,1972.7747924538,7447.05752700975,0.0,1972.7747924538,7447.05752700975,5474.28273455595,,
03RCF,L-Serine,0.0,8017.01195208643,0.0,0.0,8017.01195208643,8017.01195208643,,
03RCF,L-Threonine,682.212640098348,1089.8012291698,0.0,682.212640098348,1089.8012291698,407.58858907145213,,
03RCF,L-Tryptophane,558.353751326567,1802.22592769618,0.0,558.353751326567,1802.22592769618,1243.872176369613,,
03RCF,L-Tyrosine,0.0,324.602121241556,0.0,0.0,324.602121241556,324.602121241556,,
03RCF,L-Valine,0.0,149.286991416793,0.0,0.0,149.286991416793,149.286991416793,,
03RCF,Lactate,0.0,2026.75461629931,23.0,23.0,2003.75461629931,2026.75461629931,100.0,8711.976592605695
03RCF,Lactose,665.471845411263,3874.80673972288,0.0,665.471845411263,3874.80673972288,3209.334894311617,,
03RCF,Levoglucosan,559.660194981135,1261.35522484307,0.0,559.660194981135,1261.35522484307,701.6950298619349,,
03RCF,Levulinate,100.294689027781,0.0,0.0,100.294689027781,0.0,100.294689027781,,
03RCF,Long-chain_alkane,0.0,267.18290421727,0.0,0.0,267.18290421727,267.18290421727,,
03RCF,Malate,760.743658028316,362.596369555248,0.0,760.743658028316,362.596369555248,398.147288473068,,
03RCF,Malonate,0.0,1247.46122516236,396.4,396.4,851.0612251623601,1247.46122516236,100.0,214.697584551554
03RCF,Mandelate,95.9537755090423,0.0,0.0,95.9537755090423,0.0,95.9537755090423,,
03RCF,Methylamine,0.0,237.605774294457,0.0,0.0,237.605774294457,237.605774294457,,
03RCF,Methylguanidine,151.064298542007,1276.62541788558,0.0,151.064298542007,1276.62541788558,1125.561119343573,,
03RCF,Methylmalonate,0.0,1348.87110923943,0.0,0.0,1348.87110923943,1348.87110923943,,
03RCF,Myo-Inositol,961.982310302738,3301.54194460936,0.0,961.982310302738,3301.54194460936,2339.5596343066222,,
03RCF,N-(2-Furoyl)Glycine,406.075244201634,653.943924853624,0.0,406.075244201634,653.943924853624,247.86868065199002,,
03RCF,N-Acetyl-L-Aspartate,255.330975116539,2749.93795471045,0.0,255.330975116539,2749.93795471045,2494.606979593911,,
03RCF,N-Acetylglycine,301.731525039945,2617.82545809319,0.0,301.731525039945,2617.82545809319,2316.0939330532447,,
03RCF,NADP,0.0,25.3087710052976,0.0,0.0,25.3087710052976,25.3087710052976,,
03RCF,Nicotinate,0.0,112.998863015829,0.0,0.0,112.998863015829,112.998863015829,,
03RCF,Nicotinurate,0.0,25.4814359243707,0.0,0.0,25.4814359243707,25.4814359243707,,
03RCF,O-Acetyl-L-Carnitine,72.6456822032231,2123.9497884971,0.0,72.6456822032231,2123.9497884971,2051.304106293877,,
03RCF,Pantothenate,0.0,128.698049294956,58.4,58.4,70.298049294956,128.698049294956,100.0,120.37337208040411
03RCF,Phenethylamine,858.303352441159,5763.04254927206,0.0,858.303352441159,5763.04254927206,4904.7391968309,,
03RCF,Phenylglyoxylate,0.0,2511.68827561985,0.0,0.0,2511.68827561985,2511.68827561985,,
03RCF,Phosphocholine,0.0,257.963091354206,0.0,0.0,257.963091354206,257.963091354206,,
03RCF,Propionate,237.43783485186,838.421326033369,0.0,237.43783485186,838.421326033369,600.9834911815091,,
03RCF,PropyleneGlycol,353.520117358429,2011.53751916178,0.0,353.520117358429,2011.53751916178,1658.017401803351,,
03RCF,Putrescine,0.0,2348.79282887031,0.0,0.0,2348.79282887031,2348.79282887031,,
03RCF,Pyroglutamate,1057.49524001956,3593.22732530511,237.5,819.99524001956,3355.72732530511,2535.73208528555,345.2611536924463,1412.937821181099
03RCF,Pyruvate,0.0,519.398470977315,0.0,0.0,519.398470977315,519.398470977315,,
